Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:16:56.537000,VER,1,,1.0,1.0,0 days 00:15:09.698000,,,0 days 00:00:48.538000,0 days 00:00:20.841000,,0 days 00:16:35.918000,0 days 00:16:56.637000,272.0,262.0,270.0,224.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:15:09.698000,,1,,False,,False,False
0 days 00:18:26.934000,VER,1,0 days 00:01:30.397000,2.0,1.0,,,0 days 00:00:31.575000,0 days 00:00:40.778000,0 days 00:00:18.044000,0 days 00:17:28.112000,0 days 00:18:08.890000,0 days 00:18:26.934000,285.0,292.0,268.0,291.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:16:56.537000,,1,,False,,False,True
0 days 00:21:14.339000,VER,1,,3.0,1.0,,,0 days 00:01:00.856000,0 days 00:01:19.358000,0 days 00:00:27.037000,0 days 00:19:28.057000,0 days 00:20:47.307000,0 days 00:21:14.339000,126.0,187.0,269.0,179.0,False,HARD,3.0,True,Red Bull Racing,0 days 00:18:26.934000,,1,,False,,False,False
0 days 00:30:09.689000,VER,1,,4.0,1.0,,0 days 00:23:25.934000,,,,,,,,,,,False,HARD,4.0,True,Red Bull Racing,0 days 00:21:14.339000,,15,,False,,False,False
0 days 00:32:50.039000,VER,1,,5.0,2.0,0 days 00:30:09.689000,,,0 days 00:00:42.949000,0 days 00:00:22.417000,,0 days 00:32:27.862000,0 days 00:32:50.081000,272.0,289.0,254.0,290.0,False,HARD,5.0,False,Red Bull Racing,0 days 00:30:09.689000,,1,,False,,False,False
0 days 00:34:24.343000,VER,1,0 days 00:01:34.304000,6.0,2.0,,,0 days 00:00:33.698000,0 days 00:00:42.235000,0 days 00:00:18.371000,0 days 00:33:23.737000,0 days 00:34:05.972000,0 days 00:34:24.343000,278.0,290.0,258.0,288.0,False,HARD,6.0,False,Red Bull Racing,0 days 00:32:50.039000,,1,,False,,False,True
0 days 00:35:58.777000,VER,1,0 days 00:01:34.434000,7.0,2.0,,,0 days 00:00:33.657000,0 days 00:00:42.388000,0 days 00:00:18.389000,0 days 00:34:58,0 days 00:35:40.388000,0 days 00:35:58.777000,275.0,289.0,258.0,287.0,False,HARD,7.0,False,Red Bull Racing,0 days 00:34:24.343000,,1,,False,,False,True
0 days 00:37:32.716000,VER,1,0 days 00:01:33.939000,8.0,2.0,,,0 days 00:00:33.340000,0 days 00:00:42.352000,0 days 00:00:18.247000,0 days 00:36:32.117000,0 days 00:37:14.469000,0 days 00:37:32.716000,276.0,290.0,257.0,288.0,False,HARD,8.0,False,Red Bull Racing,0 days 00:35:58.777000,,1,,False,,False,True
0 days 00:39:06.809000,VER,1,0 days 00:01:34.093000,9.0,2.0,,,0 days 00:00:33.534000,0 days 00:00:42.350000,0 days 00:00:18.209000,0 days 00:38:06.250000,0 days 00:38:48.600000,0 days 00:39:06.809000,,289.0,258.0,287.0,False,HARD,9.0,False,Red Bull Racing,0 days 00:37:32.716000,,1,,False,,False,True
0 days 00:40:40.975000,VER,1,0 days 00:01:34.166000,10.0,2.0,,,0 days 00:00:33.173000,0 days 00:00:42.383000,0 days 00:00:18.610000,0 days 00:39:39.982000,0 days 00:40:22.365000,0 days 00:40:40.975000,,288.0,258.0,289.0,False,HARD,10.0,False,Red Bull Racing,0 days 00:39:06.809000,,1,,False,,False,True
0 days 00:42:14.898000,VER,1,0 days 00:01:33.923000,11.0,2.0,,,0 days 00:00:33.061000,0 days 00:00:42.577000,0 days 00:00:18.285000,0 days 00:41:14.036000,0 days 00:41:56.613000,0 days 00:42:14.898000,280.0,291.0,259.0,291.0,False,HARD,11.0,False,Red Bull Racing,0 days 00:40:40.975000,,1,,False,,False,True
0 days 00:43:52.790000,VER,1,0 days 00:01:37.892000,12.0,2.0,,,0 days 00:00:33.432000,0 days 00:00:42.731000,0 days 00:00:21.729000,0 days 00:42:48.330000,0 days 00:43:31.061000,0 days 00:43:52.790000,279.0,292.0,260.0,235.0,False,HARD,12.0,False,Red Bull Racing,0 days 00:42:14.898000,,1,,False,,False,True
0 days 00:45:26.341000,VER,1,0 days 00:01:33.551000,13.0,2.0,,,0 days 00:00:32.965000,0 days 00:00:42.370000,0 days 00:00:18.216000,0 days 00:44:25.755000,0 days 00:45:08.125000,0 days 00:45:26.341000,278.0,292.0,260.0,291.0,False,HARD,13.0,False,Red Bull Racing,0 days 00:43:52.790000,,1,,False,,False,True
0 days 00:47:00.223000,VER,1,0 days 00:01:33.882000,14.0,2.0,,,0 days 00:00:33.090000,0 days 00:00:42.493000,0 days 00:00:18.299000,0 days 00:45:59.431000,0 days 00:46:41.924000,0 days 00:47:00.223000,277.0,292.0,261.0,291.0,False,HARD,14.0,False,Red Bull Racing,0 days 00:45:26.341000,,1,,False,,False,True
0 days 00:48:39.317000,VER,1,0 days 00:01:39.094000,15.0,2.0,,0 days 00:48:38.073000,0 days 00:00:34.077000,0 days 00:00:42.933000,0 days 00:00:22.084000,0 days 00:47:34.300000,0 days 00:48:17.233000,0 days 00:48:39.317000,279.0,290.0,,278.0,False,HARD,15.0,False,Red Bull Racing,0 days 00:47:00.223000,,1,,False,,False,False
