Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:19:16.157000,VER,1,,1.0,1.0,0 days 00:17:42.345000,,,0 days 00:00:37.509000,0 days 00:00:24.252000,,0 days 00:18:52.169000,0 days 00:19:16.322000,125.0,259.0,310.0,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:17:42.345000,,1,,False,,False,False
0 days 00:20:28.924000,VER,1,0 days 00:01:12.767000,2.0,1.0,,,0 days 00:00:25.072000,0 days 00:00:25.395000,0 days 00:00:22.300000,0 days 00:19:41.229000,0 days 00:20:06.624000,0 days 00:20:28.924000,280.0,278.0,315.0,321.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:19:16.157000,,1,,False,,False,True
0 days 00:22:35.149000,VER,1,0 days 00:02:06.225000,3.0,1.0,,,0 days 00:00:44.893000,0 days 00:00:46.965000,0 days 00:00:34.367000,0 days 00:21:13.817000,0 days 00:22:00.782000,0 days 00:22:35.149000,137.0,159.0,191.0,214.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:20:28.924000,,1,,False,,False,True
0 days 00:24:25.378000,VER,1,0 days 00:01:50.229000,4.0,1.0,,,0 days 00:00:41.045000,0 days 00:00:35.987000,0 days 00:00:33.197000,0 days 00:23:16.194000,0 days 00:23:52.181000,0 days 00:24:25.378000,161.0,235.0,313.0,169.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:22:35.149000,,12,,False,,False,True
0 days 00:25:37.479000,VER,1,0 days 00:01:12.101000,5.0,1.0,,,0 days 00:00:24.939000,0 days 00:00:25.235000,0 days 00:00:21.927000,0 days 00:24:50.317000,0 days 00:25:15.552000,0 days 00:25:37.479000,282.0,279.0,321.0,323.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 00:24:25.378000,,1,,False,,False,True
0 days 00:35:44.430000,VER,1,,6.0,1.0,,0 days 00:27:50.996000,,,,,,,,,,231.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 00:25:37.479000,,125,,False,,False,False
0 days 00:37:13.018000,VER,1,,7.0,2.0,0 days 00:35:44.430000,,,0 days 00:00:33.576000,0 days 00:00:23.280000,,0 days 00:36:50.071000,0 days 00:37:13.255000,179.0,258.0,313.0,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:35:44.430000,,1,,False,,False,False
0 days 00:38:25.004000,VER,1,0 days 00:01:11.986000,8.0,2.0,,,0 days 00:00:24.761000,0 days 00:00:25.400000,0 days 00:00:21.825000,0 days 00:37:37.779000,0 days 00:38:03.179000,0 days 00:38:25.004000,281.0,280.0,317.0,323.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:37:13.018000,,1,,False,,False,True
0 days 00:39:52.169000,VER,1,0 days 00:01:27.165000,9.0,2.0,,0 days 00:39:50.954000,0 days 00:00:30.046000,0 days 00:00:30.044000,0 days 00:00:27.075000,0 days 00:38:55.050000,0 days 00:39:25.094000,0 days 00:39:52.169000,260.0,233.0,,196.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:38:25.004000,,1,,False,,False,False
0 days 00:54:08.310000,VER,1,,10.0,3.0,0 days 00:52:19.813000,,,0 days 00:00:40.559000,0 days 00:00:35.375000,,0 days 00:53:33.157000,0 days 00:54:08.482000,201.0,227.0,314.0,,False,SOFT,4.0,False,Red Bull Racing,0 days 00:39:52.169000,,1,,False,,False,False
