Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:19:45.860000,VER,1,,1.0,1.0,0 days 00:17:42.976000,,,0 days 00:00:55.939000,0 days 00:00:30.952000,,0 days 00:19:15.104000,0 days 00:19:45.989000,273.0,231.0,249.0,290.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:17:42.976000,,1,,False,,False,False
0 days 00:21:14.828000,VER,1,0 days 00:01:28.968000,2.0,1.0,,,0 days 00:00:28.565000,0 days 00:00:36.121000,0 days 00:00:24.282000,0 days 00:20:14.425000,0 days 00:20:50.546000,0 days 00:21:14.828000,313.0,263.0,251.0,315.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:19:45.860000,,1,,False,,False,True
0 days 00:24:07.089000,VER,1,,3.0,1.0,,,0 days 00:00:58.673000,0 days 00:01:13.460000,0 days 00:00:40.044000,0 days 00:22:13.858000,0 days 00:23:27.287000,0 days 00:24:07.116000,84.0,159.0,250.0,231.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:21:14.828000,,1,,False,,False,False
0 days 00:25:35.586000,VER,1,0 days 00:01:28.497000,4.0,1.0,,,0 days 00:00:28.384000,0 days 00:00:35.712000,0 days 00:00:24.401000,0 days 00:24:35.473000,0 days 00:25:11.185000,0 days 00:25:35.586000,317.0,263.0,248.0,322.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:24:07.089000,,1,,False,,False,True
0 days 00:28:25.179000,VER,1,,5.0,1.0,,,0 days 00:00:56.324000,0 days 00:01:05.785000,0 days 00:00:47.558000,0 days 00:26:32.304000,0 days 00:27:37.959000,0 days 00:28:25.296000,124.0,209.0,252.0,193.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:25:35.586000,,1,,False,,False,False
0 days 00:29:53.347000,VER,1,0 days 00:01:28.168000,6.0,1.0,,,0 days 00:00:28.156000,0 days 00:00:35.679000,0 days 00:00:24.333000,0 days 00:28:53.335000,0 days 00:29:29.014000,0 days 00:29:53.347000,316.0,263.0,249.0,313.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:28:25.179000,,1,,False,,False,True
0 days 00:31:49.052000,VER,1,0 days 00:01:55.705000,7.0,1.0,,0 days 00:31:43.102000,0 days 00:00:41.168000,0 days 00:00:45.567000,0 days 00:00:28.970000,0 days 00:30:34.515000,0 days 00:31:20.082000,0 days 00:31:49.052000,259.0,210.0,,216.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:29:53.347000,,1,,False,,False,False
0 days 00:42:54.840000,VER,1,,8.0,2.0,0 days 00:40:55.808000,,,0 days 00:00:55.388000,0 days 00:00:29.896000,,0 days 00:42:25.047000,0 days 00:42:54.853000,273.0,173.0,250.0,284.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:31:49.052000,,1,,False,,False,False
0 days 00:44:22.443000,VER,1,0 days 00:01:27.603000,9.0,2.0,,,0 days 00:00:28.333000,0 days 00:00:35.364000,0 days 00:00:23.906000,0 days 00:43:23.173000,0 days 00:43:58.537000,0 days 00:44:22.443000,314.0,263.0,250.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:42:54.840000,,1,,False,,False,True
0 days 00:46:33.710000,VER,1,0 days 00:02:11.267000,10.0,2.0,,0 days 00:46:27.724000,0 days 00:00:44.934000,0 days 00:00:52.794000,0 days 00:00:33.539000,0 days 00:45:07.377000,0 days 00:46:00.171000,0 days 00:46:33.710000,208.0,182.0,,202.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:44:22.443000,,1,,False,,False,False
