Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:41.355000,VER,1,,1.0,1.0,0 days 00:20:52.226000,,,0 days 00:00:38.535000,0 days 00:00:28.081000,,0 days 00:22:13.499000,0 days 00:22:41.603000,188.0,231.0,257.0,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:20:52.226000,,1,,False,,False,False
0 days 00:23:59.275000,VER,1,0 days 00:01:17.920000,2.0,1.0,,,0 days 00:00:28.385000,0 days 00:00:27.478000,0 days 00:00:22.057000,0 days 00:23:09.740000,0 days 00:23:37.218000,0 days 00:23:59.275000,277.0,249.0,252.0,305.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:22:41.355000,,1,,False,,False,True
0 days 00:26:11.156000,VER,1,0 days 00:02:11.881000,3.0,1.0,,0 days 00:26:09.454000,0 days 00:00:50.551000,0 days 00:00:50.117000,0 days 00:00:31.213000,0 days 00:24:49.826000,0 days 00:25:39.943000,0 days 00:26:11.156000,132.0,171.0,,204.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:23:59.275000,,1,,False,,False,False
0 days 00:28:33.968000,VER,1,0 days 00:02:22.812000,4.0,2.0,0 days 00:26:35.667000,,0 days 00:01:07.269000,0 days 00:00:39.319000,0 days 00:00:36.224000,0 days 00:27:18.425000,0 days 00:27:57.744000,0 days 00:28:33.968000,121.0,221.0,256.0,,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:26:11.156000,,1,,False,,False,False
0 days 00:29:51.583000,VER,1,0 days 00:01:17.615000,5.0,2.0,,,0 days 00:00:28.317000,0 days 00:00:27.406000,0 days 00:00:21.892000,0 days 00:29:02.285000,0 days 00:29:29.691000,0 days 00:29:51.583000,277.0,249.0,254.0,305.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 00:28:33.968000,,1,,False,,False,True
0 days 00:31:23.013000,VER,1,0 days 00:01:31.430000,6.0,2.0,,0 days 00:31:21.243000,0 days 00:00:32.930000,0 days 00:00:31.496000,0 days 00:00:27.004000,0 days 00:30:24.513000,0 days 00:30:56.009000,0 days 00:31:23.013000,246.0,224.0,,214.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 00:29:51.583000,,1,,False,,False,False
0 days 00:44:38.254000,VER,1,,7.0,3.0,0 days 00:42:48.644000,,,0 days 00:00:37.323000,0 days 00:00:24.089000,,0 days 00:44:14.401000,0 days 00:44:38.372000,212.0,222.0,256.0,,False,SOFT,1.0,True,Red Bull Racing,0 days 00:31:23.013000,,1,,False,,False,False
0 days 00:45:55.045000,VER,1,0 days 00:01:16.791000,8.0,3.0,,,0 days 00:00:28.022000,0 days 00:00:26.963000,0 days 00:00:21.806000,0 days 00:45:06.276000,0 days 00:45:33.239000,0 days 00:45:55.045000,275.0,255.0,253.0,303.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:44:38.254000,,1,,False,,False,True
0 days 00:47:38.485000,VER,1,0 days 00:01:43.440000,9.0,3.0,,0 days 00:47:36.733000,0 days 00:00:36.178000,0 days 00:00:37.474000,0 days 00:00:29.788000,0 days 00:46:31.223000,0 days 00:47:08.697000,0 days 00:47:38.485000,202.0,203.0,,197.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:45:55.045000,,1,,False,,False,False
0 days 00:56:23.982000,VER,1,,10.0,4.0,0 days 00:54:47.198000,,,0 days 00:00:32.240000,0 days 00:00:23.444000,,0 days 00:56:00.589000,0 days 00:56:24.102000,234.0,230.0,241.0,,False,MEDIUM,7.0,False,Red Bull Racing,0 days 00:47:38.485000,,1,,False,,False,False
